,0,1,2
0,4.0,4.099999904632568,4.010000228881836
1,4.0,4.099999904632568,4.010000228881836
2,4.0,4.099999904632568,4.010000228881836
3,4.0,4.099999904632568,4.010000228881836
4,4.0,4.099999904632568,4.010000228881836
5,4.0,4.099999904632568,4.010000228881836
6,4.0,4.099999904632568,4.010000228881836
7,4.0,4.099999904632568,4.010000228881836
8,4.0,4.099999904632568,4.010000228881836
9,4.0,4.099999904632568,4.010000228881836
10,4.0,4.099999904632568,4.010000228881836
11,4.0,4.099999904632568,4.010000228881836
12,4.0,4.099999904632568,4.010000228881836
13,4.0,4.099999904632568,4.010000228881836
14,4.0,4.099999904632568,4.010000228881836
15,4.0,4.099999904632568,4.010000228881836
16,4.0,4.099999904632568,4.010000228881836
17,4.0,4.099999904632568,4.010000228881836
18,4.0,4.099999904632568,4.010000228881836
19,4.0,4.099999904632568,4.010000228881836
20,4.0,4.099999904632568,4.010000228881836
21,4.0,4.099999904632568,4.010000228881836
22,4.0,4.099999904632568,4.010000228881836
23,4.0,4.099999904632568,4.010000228881836
24,4.0,4.099999904632568,4.010000228881836
25,4.0,4.099999904632568,4.010000228881836
26,4.0,4.099999904632568,4.010000228881836
27,4.0,4.099999904632568,4.010000228881836
28,4.0,4.099999904632568,4.010000228881836
29,4.0,4.099999904632568,4.010000228881836
30,4.0,4.099999904632568,4.010000228881836
31,4.0,4.099999904632568,4.010000228881836
32,4.0,4.099999904632568,4.010000228881836
33,4.0,4.099999904632568,4.010000228881836
34,4.0,4.099999904632568,4.010000228881836
35,4.0,4.099999904632568,4.010000228881836
36,4.0,4.099999904632568,4.010000228881836
37,4.0,4.099999904632568,4.010000228881836
38,4.0,4.099999904632568,4.010000228881836
39,4.0,4.099999904632568,4.010000228881836
40,4.0,4.099999904632568,4.010000228881836
41,4.0,4.099999904632568,4.010000228881836
42,5.0,5.099999904632568,5.010000228881836
43,5.0,5.099999904632568,5.010000228881836
44,5.0,5.099999904632568,5.010000228881836
45,5.0,5.099999904632568,5.010000228881836
46,5.0,5.099999904632568,5.010000228881836
47,5.0,5.099999904632568,5.010000228881836
48,5.0,5.099999904632568,5.010000228881836
49,5.0,5.099999904632568,5.010000228881836
50,5.0,5.099999904632568,5.010000228881836
51,5.0,5.099999904632568,5.010000228881836
52,5.0,5.099999904632568,5.010000228881836
53,5.0,5.099999904632568,5.010000228881836
54,5.0,5.099999904632568,5.010000228881836
55,5.0,5.099999904632568,5.010000228881836
56,5.0,5.099999904632568,5.010000228881836
57,5.0,5.099999904632568,5.010000228881836
58,5.0,5.099999904632568,5.010000228881836
59,5.0,5.099999904632568,5.010000228881836
60,5.0,5.099999904632568,5.010000228881836
61,5.0,5.099999904632568,5.010000228881836
62,5.0,5.099999904632568,5.010000228881836
63,5.0,5.099999904632568,5.010000228881836
64,5.0,5.099999904632568,5.010000228881836
65,5.0,5.099999904632568,5.010000228881836
66,5.0,5.099999904632568,5.010000228881836
67,5.0,5.099999904632568,5.010000228881836
68,5.0,5.099999904632568,5.010000228881836
69,5.0,5.099999904632568,5.010000228881836
70,5.0,5.099999904632568,5.010000228881836
71,5.0,5.099999904632568,5.010000228881836
72,5.0,5.099999904632568,5.010000228881836
73,5.0,5.099999904632568,5.010000228881836
74,5.0,5.099999904632568,5.010000228881836
75,5.0,5.099999904632568,5.010000228881836
76,5.0,5.099999904632568,5.010000228881836
77,5.0,5.099999904632568,5.010000228881836
78,5.0,5.099999904632568,5.010000228881836
79,5.0,5.099999904632568,5.010000228881836
80,5.0,5.099999904632568,5.010000228881836
81,5.0,5.099999904632568,5.010000228881836
82,5.0,5.099999904632568,5.010000228881836
83,5.0,5.099999904632568,5.010000228881836
84,5.0,5.099999904632568,5.010000228881836
85,5.0,5.099999904632568,5.010000228881836
86,5.0,5.099999904632568,5.010000228881836
87,5.0,5.099999904632568,5.010000228881836
88,5.0,5.099999904632568,5.010000228881836
89,5.0,5.099999904632568,5.010000228881836
90,5.0,5.099999904632568,5.010000228881836
91,5.0,5.099999904632568,5.010000228881836
92,5.0,5.099999904632568,5.010000228881836
93,5.0,5.099999904632568,5.010000228881836
94,5.0,5.099999904632568,5.010000228881836
95,5.0,5.099999904632568,5.010000228881836
96,5.0,5.099999904632568,5.010000228881836
97,5.0,5.099999904632568,5.010000228881836
98,5.0,5.099999904632568,5.010000228881836
99,5.0,5.099999904632568,5.010000228881836
